Question|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
How tall was the animated King Kong ?|How tall|WRB|JJ|VBD|NUM
What are values ?|What are|WP|VBP|VBP|DESC
What is the population of Japan ?|What is|WP|VBZ|VBZ|NUM
Name an American made motorcycle .||||VB|ENTY
Where was the largest concentration camp in World War II ?|Where was|WRB|VBD|VBD|LOC
How much did Alaska cost when bought from Russia ?|How much when bought|WRB|VBN|VB|NUM
How many events make up the decathlon ?|How many|WRB|JJ|VBP|NUM
What causes blue balls ?|What causes|WP|VBZ|VBZ|DESC
What were the first bodies visited by spacecraft ?|What were|WP|VBD|VBD|LOC
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?|Who succeeded|WP|VBD|VBD|HUM
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?|Who was|WP|VBD|VBN|HUM
Name of the lady the Great Gatsby pines for ?||||NN|HUM
What does a chef coddle eggs in ?|What does|WP|VBZ|NN|ENTY
How many bails are there in a cricket wicket ?|How many|WRB|JJ|VBP|NUM
What city was Martin Luther King Jr. assassinated in ?|What city|WP|NN|VBD|LOC
What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?|What celebrity when going|WRB|VBG|VBN|HUM
Where's the Bernini-Bristol Hotel ?|Where 's|WRB|VBZ|VBZ|LOC
Who said '' What contemptible scoundrel stole the cork from my lunch ? ''|Who said|WP|VBD|VBD|HUM
What is the capital of Kosovo ?|What is|WP|VBZ|VBZ|LOC
What kind of company is 7-Eleven ?|What kind|WDT|NN|VBZ|HUM
How many letters appear with the numbers 2 to 9 on a telephone dial ?|How many|WRB|JJ|VBP|NUM
What were the first three cities to have a population of more than a million ?|What were|WP|VBD|VBD|LOC
How did the months of the year get there name ?|How did|WRB|VBD|VBP|DESC
What scale measures earthquakes ?|What scale|WP|NN|NNS|ENTY
What is a glory hole ?|What is|WP|VBZ|VBZ|DESC
What kind of education would you need to become an athletic trainer for the NFL ?|What kind|WDT|NN|VB|ENTY
What are the major companies that are part of Dow Jones ?|What are that are|WDT|VBP|VBP|HUM
What college did Joe Namath play football for ?|What college|WP|NN|VBP|HUM
What was the minimum wage in 1991 ?|What was|WP|VBD|VBD|NUM
What country is the biggest producer of tungsten ?|What country|WP|NN|VBZ|LOC
How does it make its colors ?|How does|WRB|VBZ|VB|DESC
What would happen to Canada if Quebec separated ?|What would|WP|MD|VB|DESC
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?|When is|WRB|VBZ|VBG|NUM
What is ' Last Chance for Animals ' ?|What is|WP|VBZ|VBZ|DESC
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?|What European|WP|JJ|VBD|LOC
What is the weather like on the moon ?|What is|WP|VBZ|VBZ|DESC
Who was the 1st U.S. President ?|Who was|WP|VBD|VBD|HUM
What is the main language of Sao Paulo , Brazil ?|What is|WP|VBZ|VBZ|ENTY
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?|How much|WRB|JJ|VBP|NUM
What is the abbreviation of the International Olympic Committee ?|What is|WP|VBZ|VBZ|ABBR
How many people hike ?|How many|WRB|JJ|VBP|NUM
What are boxcars ?|What are|WP|VBP|VBP|DESC
How do I keep cats out of my flower garden for good ?|How do|WRB|VBP|VB|DESC
Who played Maria in the film West Side Story ?|Who played|WP|VBD|VBD|HUM
What is a common anti-AIDS drug ?|What is|WP|VBZ|VBZ|ENTY
Who bestowed great power upon Captain Britain ?|Who bestowed|WP|VBD|VBD|HUM
How can you tell when figs are ripe ?|How can when figs|WRB|NNS|VB|DESC
How do I love thee ?|How do|WRB|VBP|VB|DESC
Which type of soda has the greatest amount of caffeine ?|Which type|WDT|NN|VBZ|ENTY
What nationality is a Sicilian ?|What nationality|WP|NN|VBZ|LOC
What is the most common boy's or girl's name ?|What is|WP|VBZ|VBZ|HUM
Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?|Who was which opened|WDT|VBD|VBN|HUM
What color was the hundred billionth crayon made by Crayola ?|What color|WP|NN|VBD|ENTY
What soft drink tells us to '' Go Hawaiian '' ?|What soft|WP|JJ|VBZ|ENTY
How does a hydroelectric dam work ?|How does|WRB|VBZ|VBZ|DESC
What is the oldest building in the United States ?|What is|WP|VBZ|VBZ|LOC
What is the West Virginia state animal ?|What is|WP|VBZ|VBZ|ENTY
How many people died on South Carolina highways in 1998 ?|How many|WRB|JJ|VBD|NUM
What are binomial coefficients ?|What are|WP|VBP|VBP|DESC
What was The Living Room War ?|What was|WP|VBD|VBD|DESC
What are some translations of the phrase '' Thank-you '' ?|What are|WP|VBP|VBP|ENTY
What is President Nixon's birthdate ?|What is|WP|VBZ|VBZ|NUM
What is '' the great American family cereal '' ?|What is|WP|VBZ|VBZ|ENTY
What was Suzy Parker doing to earn $1 , 000 in the early 1950's ?|What was|WP|VBD|VBG|DESC
How many people died in the Vietnam war ?|How many|WRB|JJ|VBD|NUM
What year did Montana become a state ?|What year|WDT|NN|VB|NUM
When was the USSR dissolved ?|When was|WRB|VBD|VBD|NUM
Why are there letters on the telephone ? Why are there no Q or Z ?|Why are|WRB|VBP|VBP|DESC
What Japanese city was once called Edo ?|What Japanese|WP|JJ|VBN|LOC
Who did the Seven Mules block for ?|Who did|WP|VBD|NN|HUM
What is the world's largest distilling company ?|What is|WP|VBZ|VBZ|HUM
What's the name of the actress who starred in the movie , '' Silence of the Lambs '' ?|What 's who starred|WP|VBD|VBZ|HUM
Where is one's corpus callosum found ?|Where is|WRB|VBZ|VBZ|LOC
Who did Napolean defeat at Jena and Auerstadt ?|Who did|WP|VBD|VB|HUM
What household products are there for adult acne ?|What household|WDT|NN|VBP|ENTY
What British prime minister and U.S. president were seventh cousins once-removed ?|What British|WP|JJ|VBD|HUM
What is the most expensive car in the world ?|What is|WP|VBZ|VBZ|ENTY
What is an Angelus ?|What is|WP|VBZ|VBZ|DESC
How many objects orbit the Earth ?|How many|WRB|JJ|VBP|NUM
What was the tragedy that struck the city of Dogtown in 1899 ?|What was that struck|WDT|VBD|VBD|ENTY
What's the oldest capital city in the Americas ?|What 's|WP|VBZ|VBZ|LOC
What Leon Uris novel dealt with the Russian capture of Berlin ?|What Leon|WP|NNP|VBD|ENTY
What is the location of Edinburgh , Scotland ?|What is|WP|VBZ|VBZ|LOC
How many muscles does the average adult use when going for a walk ?|How many when going|WRB|VBG|VBZ|NUM
How long do you have to live in a community to vote ?|How long|WRB|RB|VB|NUM
What was the name of the Titanic's captain ?|What was|WP|VBD|VBD|HUM
Name of heroine in '' Scruples '' ?||||NN|HUM
How big is the Chappellet vineyard ?|How big|WRB|JJ|VBZ|NUM
Jackson Pollock was a native of what country ?|what country|WP|NN|VBD|LOC
What makes sperm ?|What makes|WP|VBZ|VBZ|DESC
How do I know how much money to save for retirement ?|How do how much|WRB|JJ|VB|DESC
What does the dot on the letter i mean ?|What does|WP|VBZ|VBP|DESC
Who wrote The Godfather ?|Who wrote|WP|VBD|VBD|HUM
What is the origin of the term soda jerk ?|What is|WP|VBZ|VBZ|DESC
What is the frequency of VHF ?|What is|WP|VBZ|VBZ|NUM
What sport does Chris Jogis play ?|What sport|WP|NN|VB|ENTY
What island was the target of the U.S.'s Operation Urgent Fury ?|What island|WP|NN|VBD|LOC
What is a fear of robbers ?|What is|WP|VBZ|VBZ|ENTY
What Nevil Shute novel is about the doomed survivors of a nuclear war ?|What Nevil|WP|NNP|VBZ|ENTY
What is the cause of endangered species ?|What is|WP|VBZ|VBZ|DESC
Which of the following TV newsmen was a Rhodes scholar ?|Which of|WDT|IN|VBD|HUM
What did Warlock wear on his forehead in Marvel comics ?|What did|WP|VBD|VB|ENTY
What is the softest part of the body ?|What is|WP|VBZ|VBZ|ENTY
What six-foot temperance advocate wielded her hatchet on saloons ?|What six|WP|CD|VBD|HUM
How many islands does Fiji have ?|How many|WRB|JJ|VB|NUM
What line divided the North and South in the U.S. Civil War ?|What line|WP|NN|VBN|ENTY
What is the definition of cecum ?|What is|WP|VBZ|VBZ|DESC
Who invented volleyball ?|Who invented|WP|VBD|VBD|HUM
What's the most powerful country in the world ?|What 's|WP|VBZ|VBZ|LOC
How do I do this ?|How do|WRB|VBP|VB|DESC
Name a ballet company Mikhail Baryshnikov has danced for ?||||VB|HUM
Who led the Normans to victory in the Battle of Hastings ?|Who led|WP|VBD|VBD|HUM
What is the origin of the word '' Teddy bear '' ?|What is|WP|VBZ|VBZ|DESC
What percentage of the world's plant and animal species can be found in the Amazon forests ?|What percentage|WP|NN|VBN|NUM
What's the name of the star of the cooking show , '' Galloping Gourmet '' ?|What 's|WP|VBZ|NNP|HUM
Who invented the horoscope ?|Who invented|WP|VBD|VBD|HUM
What nutrients are for healthy bones and teeth ?|What nutrients|WDT|NNS|VBP|ENTY
What are Fortune 500 companies ?|What are|WP|VBP|VBP|DESC
What is the difference between ninjitsu and kung fu ?|What is|WP|VBZ|VBZ|DESC
What king was forced to agree to the Magna Carta ?|What king|WP|NN|VBN|HUM
How many electoral college votes does Colorado have ?|How many|WRB|JJ|VB|NUM
What were Babe Ruth's Christian names ?|What were|WP|VBD|VBD|HUM
How many bottles of wine were prisoners in the Bastille allowed per day ?|How many|WRB|JJ|VBD|NUM
Where do lobsters like to live ?|Where do|WRB|VBP|VB|LOC
Who was the first elected mayor of Washington , D.C. ?|Who was|WP|VBD|VBD|HUM
What are the wolverine habits ?|What are|WP|VBP|VBP|ENTY
How do you fix squeaky floors ?|How do|WRB|VBP|VB|DESC
When was the Big Thompson flood ?|When was|WRB|VBD|VBD|NUM
What good are mosquitoes ?|What good|WP|NN|VBP|DESC
How do you get bubblegum out of carpet ?|How do|WRB|VBP|VB|DESC
What's played at Wembley Stadium , London , every May ?|What 's|WP|VBZ|VBN|ENTY
Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?|Who wrote|WP|VBD|VBD|HUM
How many hours of work does it take a typist to complete a 100-page screenplay ?|How many|WRB|JJ|VB|NUM
What is Alice Cooper's real name ?|What is|WP|VBZ|VBZ|HUM
What is the Peloponnesian League ?|What is|WP|VBZ|VBZ|DESC
What two cities usually mark the extremes of English Channel swims ?|What two|WP|CD|VBZ|LOC
How many times does the tide ebb and flow each day ?|How many|WRB|JJ|VBZ|NUM
Who invented television ?|Who invented|WP|VBD|VBD|HUM
What are tannins ?|What are|WP|VBP|VBP|DESC
How does General Mills manufacture Cheerios ?|How does|WRB|VBZ|VB|DESC
What was Jimmy Durante's theme song ?|What was|WP|VBD|VBD|ENTY
Name the person who burst through the screen in the Lite beer commercials .|who burst|WP|VBD|VB|HUM
What delicacy is known indelicately as pickled roe ?|What delicacy|WP|NN|VBN|ENTY
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?|What after|WP|IN|WP|ENTY
What U.S. vice-president killed Alexander Hamilton in a duel ?|What U.S.|WP|NNP|VBD|HUM
What's the Fahrenheit equivalent of zero degrees centigrade ?|What 's|WP|VBZ|VBZ|NUM
How many muscles does an oyster have ?|How many|WRB|JJ|VB|NUM
What card game derived its name from biritch , or Russian Whist ?|What card|WP|NN|VBD|ENTY
Who wrote '' Much Ado About Nothing '' ?|Who wrote|WP|VBD|VBD|HUM
What is the collective noun for geese ?|What is|WP|VBZ|VBZ|ENTY
What personality traits are Capricorns said to have ?|What personality|WP|NN|VBD|DESC
Where can I get information concerning child custody files for the State of Utah ?|Where can|WRB|MD|VB|LOC
What was John F. Kennedy's 1960 campaign song ?|What was|WP|VBD|VBD|ENTY
What Louisiana Senator won a seat that had been held by his father and mother ?|What Louisiana that had|WDT|VBD|VBD|HUM
What hymn did John Steinbeck get his title The Grapes of Wrath from ?|What hymn|WP|NN|VB|ENTY
What invention does the principle of conservation of energy make impossible ?|What invention|WDT|NN|VB|ENTY
What's the highest-ranking suit in bridge ?|What 's|WP|VBZ|VBZ|ENTY
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?|Who won|WP|VBD|VBD|HUM
What writer is famous for physically putting himself into the center of his subject matter ?|What writer|WP|NN|VBZ|HUM
Who's the lead singer of the Led Zeppelin band ?|Who 's|WP|VBZ|VBZ|HUM
In Dana's '' Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?|what seafarers|WP|NNS|VBD|HUM
Who plays the cop in the movie '' Kindergarten Cop '' ?|Who plays|WP|VBZ|VBZ|HUM
How many characters makes up a word for typing test purposes ?|How many|WRB|JJ|VBZ|NUM
What non-mechanical sport achieves the highest speeds ?|What non|WP|AFX|VBZ|ENTY
What was the 1940 annual salary for a boilermaker ?|What was|WP|VBD|VBD|NUM
Who created Billy Pilgrim , a survivor of the Dresden firestorm ?|Who created|WP|VBD|VBD|HUM
What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?|What indoor when the|WRB|DT|VBD|ENTY
What country saw the origin of the Asian Flu ?|What country|WP|NN|VBD|LOC
Who is the richest woman in the world ?|Who is|WP|VBZ|VBZ|HUM
Where can I take a test that will tell me what I should be when I grow up ?|Where can that will what I when I|WRB|PRP|VB|LOC
What caused the death of Bob Marley ?|What caused|WP|VBD|VBD|DESC
What's Mrs. Bridges's job on TV's Upstairs , Downstairs ?|What 's|WP|VBZ|VBZ|HUM
What daily newspaper will '' help you see clearer across the USA '' ?|What daily|WP|JJ|VB|ENTY
What lake in Scotland is said to hold one or more monsters ?|What lake|WP|NN|VBN|LOC
Who were the 1974 Oscar winners ?|Who were|WP|VBD|VBD|HUM
What kind of business is 7-Eleven ?|What kind|WDT|NN|VBZ|HUM
What is Sinn Fein ?|What is|WP|VBZ|VBZ|DESC
What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?|What is|WP|VBZ|VBZ|ENTY
What do river otters eat ?|What do|WP|VBP|VBP|ENTY
Who wrote the book , '' Huckleberry Finn '' ?|Who wrote|WP|VBD|NNP|HUM
Who would you use the Heimlich maneuver on ?|Who would|WP|MD|VB|HUM
What famed library can you reach by dialing 22-287-5 ?|What famed|WP|JJ|VB|LOC
What five-time winner of the Kentucky Derby lost his first 25 races ?|What five|WP|CD|VBD|ENTY
What did Vasco da Gama discover ?|What did|WP|VBD|VB|ENTY
What is Megan's law ?|What is|WP|VBZ|VBZ|DESC
Where can I get a complete listing of showtimes in my area ?|Where can|WRB|MD|VB|LOC
Where's Montenegro ?|Where 's|WRB|VBZ|VBZ|LOC
What is usenet for the Internet ?|What is|WP|VBZ|VBZ|DESC
What are field effect transistors ?|What are|WP|VBP|VBP|DESC
What was the killer whale who died at Sea World of a fungal infection named ?|What was who died|WP|VBD|VBD|ENTY
What is witch hazel ?|What is|WP|VBZ|VBZ|DESC
What is state tree of Nebraska ?|What is|WP|VBZ|VBZ|ENTY
Where is Glasgow ?|Where is|WRB|VBZ|VBZ|LOC
Why is Chicago named Chicago ?|Why is|WRB|VBZ|VBN|DESC
What three colors of ink are used to print a U.S. dollar bill ?|What three|WP|CD|VBN|ENTY
What exactly is the purpose of the anteater ?|What exactly|WP|RB|VBZ|DESC
What is the correct way to use '' may '' vs. '' might '' ?|What is|WP|VBZ|VBZ|ENTY
What North American city boasts the biggest Polish population ?|What North|WP|NNP|VBZ|LOC
What radio , TV and movie character did Jackie Gleason and William Bendix play ?|What radio|WP|NN|NN|HUM
Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?|Where is which Merchant|WDT|NNP|VBN|LOC
What does a pedometer measure ?|What does|WP|VBZ|NN|ENTY
What is Maurizio Pellegrin's age ?|What is|WP|VBZ|VBZ|NUM
How many thousands of students attend the University of Massachusetts ?|How many|WRB|JJ|VBP|NUM
Name the U.S. Senate majority leader and the Speaker of the House .||||NN|HUM
What name did football's New York Titans adopt in 1963 ?|What name|WP|NN|VBP|HUM
What female suspect in the game of Clue is single ?|What female|WP|JJ|VBZ|HUM
Who owns CNN ?|Who owns|WP|VBZ|VBZ|HUM
About how many Americans are still unaccounted for from the Vietnam war ?|how many|WRB|JJ|VBP|NUM
What is the chemical reactivity of neon ?|What is|WP|VBZ|VBZ|NUM
What is an auto-commentary ?|What is|WP|VBZ|VBZ|DESC
What is the oldest website on the Internet ?|What is|WP|VBZ|VBZ|LOC
What is deconstructionism ?|What is|WP|VBZ|VBZ|DESC
What did Lenny Bruce say that got him arrested ?|What did|WP|VBD|VBP|DESC
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy's World ?|What newspaper|WP|NN|VBD|ENTY
What is a fear of speaking ?|What is|WP|VBZ|VBZ|ENTY
What was Hitler's favorite movie ?|What was|WP|VBD|VBD|ENTY
Why do airliners crash vs. gliding down ?|Why do|WRB|VBP|VB|DESC
What are those little blue reflectors in the middle of the road for ?|What are|WP|VBP|VBP|DESC
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|What member|WP|NN|VBZ|HUM
How is saline used in medicine ?|How is|WRB|VBZ|VBN|DESC
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|What is which results|WDT|VBZ|VBZ|ENTY
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|What incident|WDT|NN|VBP|ENTY
What country are you visiting if you land at President Duvalier Airport ?|What country|WP|NN|VBG|LOC
What attorney-general ordered the closing of Alcatraz ?|What attorney|WP|NN|VBD|HUM
What is the capital of Congo ?|What is|WP|VBZ|VBZ|LOC
What is the text of the Fifth Amendment ?|What is|WP|VBZ|VBZ|DESC
What is a country that starts with the letter x ?|What is that starts|WDT|VBZ|VBZ|LOC
What countries earn the most from tourism ?|What countries|WP|NNS|VBP|LOC
What is the Internet2 ?|What is|WP|VBZ|VBZ|DESC
Which city in China has the largest number of foreign financial companies ?|Which city|WDT|NN|VBZ|LOC
When are the Oscars Academy Awards in 1999 ?|When are|WRB|VBP|VBP|NUM
Who was the prophet of the Jewish people ?|Who was|WP|VBD|VBD|HUM
What is the most common name ?|What is|WP|VBZ|VBZ|HUM
Who was the oldest U.S. president ?|Who was|WP|VBD|VBD|HUM
What common plant has a button , cap , cup , gills , and ring ?|What common|WP|JJ|VBZ|ENTY
When was Dubai's first concrete house built ?|When was|WRB|VBD|VBN|NUM
What is the Milky Way ?|What is|WP|VBZ|VBZ|DESC
What is Remembrance Day all about ?|What is|WP|VBZ|VBZ|DESC
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|What food|WDT|NN|VB|ENTY
What diamond producer controls about 80% of the world's diamonds ?|What diamond|WP|NN|VBZ|HUM
Who is the prophet of the religion of Islam ?|Who is|WP|VBZ|VBZ|HUM
Who portrayed Maggio in the film From Here to Eternity ?|Who portrayed|WP|VBD|VBD|HUM
Where are zebras most likely found ?|Where are|WRB|VBP|VBN|LOC
What are the odds of giving birth to twins ?|What are|WP|VBP|VBP|NUM
What is the best place to live in the world , considering climate , civilization ?|What is|WP|VBZ|VBZ|LOC
What is meant by '' capital market '' ?|What is|WP|VBZ|VBN|DESC
In My Antonia , how is Mr. Shimerda out of place on the farm ?|how is|WRB|VBZ|VBZ|DESC
What ship did Lloyd M. Bucher command ?|What ship|WP|NN|NN|ENTY
Name a medicine commonly used to combat AIDS ?||||NN|ENTY
What is the difference between hair and fur ?|What is|WP|VBZ|VBZ|DESC
What is the difference between love and infatuation ?|What is|WP|VBZ|VBZ|DESC
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .||||VB|HUM
What foods contain vitamin B12 ?|What foods|WP|NNS|VBP|ENTY
What is the amount of money owed for illegally having a dog on a beach ?|What is|WP|VBZ|VBZ|NUM
What are the first and last letters of the Greek alphabet ?|What are|WP|VBP|VBP|ENTY
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|What is which I|WDT|PRP|VBZ|LOC
How big is the largest diamond ?|How big|WRB|JJ|VBZ|NUM
What are some ways to help someone with Chicken Pox ?|What are|WP|VBP|VBP|ENTY
How do I find out the exact time of a sunset for a particular day ?|How do|WRB|VBP|VB|DESC
When did the original Howdy Doody show go off the air ?|When did|WRB|VBD|VB|NUM
How many languages are there in the world ?|How many|WRB|JJ|VBP|NUM
Who was Picasso ?|Who was|WP|VBD|VBD|HUM
Who were the only two bald U.S. Presidents ?|Who were|WP|VBD|VBD|HUM
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|Which member|WDT|NN|VBD|HUM
What river flows past the Temple of Karnak ?|What river|WP|NN|VBZ|LOC
What comedian was The Perfect Fool ?|What comedian|WP|NN|VBD|HUM
What are the benefits of a rowing machine ?|What are|WP|VBP|VBP|DESC
Where do you find information about the Queensland National Competition Policy|Where do|WRB|VBP|VB|LOC
What's a '' coup de poing '' to a French boxer ?|What 's|WP|VBZ|VBZ|DESC
What's the difference between carelessness and carefreeness ?|What 's|WP|VBZ|VBZ|DESC
What is the Islamic counterpart to the Red Cross ?|What is|WP|VBZ|VBZ|ENTY
Why does tuberculosis afflict people ?|Why does|WRB|VBZ|VB|DESC
Who loved Flash Gordon besides Dale ?|Who loved|WP|VBD|VBD|HUM
What is tyvek ?|What is|WP|VBZ|VBZ|DESC
What do humans catch zoonose diseases from ?|What do|WP|VBP|VB|ENTY
How did Asia get its name ?|How did|WRB|VBD|VB|DESC
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|What was|WP|VBD|VBD|ENTY
Where can I get information on the original 13 US colonies ?|Where can|WRB|MD|VB|LOC
For what disease is the drug Sinemet used as a treatment ?|what disease|WP|NN|VBZ|ENTY
What are three ways in which wind is created on the earth ?|What are which wind|WDT|NN|VBP|ENTY
What gender is not allowed to vote in Kuwait ?|What gender|WP|NN|VBN|ENTY
How many inches over six feet is Tom Selleck ?|How many|WRB|JJ|VBZ|NUM
What is the name of the disease that actress Hunter Tylo's baby girl has ?|What is that actress|WDT|NN|VBZ|ENTY
Who's the only president buried in Washington|Who 's|WP|VBZ|VBZ|HUM
How much could you rent a Volkswagen bug for in 1966 ?|How much|WRB|JJ|VB|NUM
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|Whose singing|WP$|NN|VBN|HUM
What is the mean income of the top 10% , top 5% , and top 1% ?|What is|WP|VBZ|VBZ|NUM
What North American city sprouts the most parking meters ?|What North|WP|NNP|VBZ|LOC
What is the largest and most expensive freeway construction project in the U.S. right now ?|What is|WP|VBZ|VBZ|LOC
What can I do to get into an Ivy League school ?|What can|WP|MD|VB|DESC
What film did Louise Fletcher win the best actress Oscar for ?|What film|WP|NN|VB|ENTY
Where did Gulliver find a race of tiny people ?|Where did|WRB|VBD|VB|LOC
What 1950 film won seven Oscars , including best picture ?|What 1950|WP|CD|VBD|ENTY
How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?|How much|WRB|RB|VBZ|NUM
How much do tuberculosis combatting drugs cost ?|How much|WRB|JJ|VBP|NUM
President Bush compared Saddam Hussein to whom ?|whom ?|WP|.|VBD|HUM
What's the name of Pittsburgh's baseball team ?|What 's|WP|VBZ|VBZ|HUM
What Shakespeare play opens with the line : '' Now is the winter of our discontent.. . '' ?|What Shakespeare|WP|NNP|VBZ|ENTY
What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?|What TV|WP|NN|VBD|HUM
Who created the character James Bond ?|Who created|WP|VBD|VBD|HUM
What type of exercise burns the most calories ?|What type|WDT|NN|NNS|ENTY
What is '' the only cigarette made with no leftovers '' ?|What is|WP|VBZ|VBZ|DESC
Where did the Japanese Imperial Forces surrender to end WWII ?|Where did|WRB|VBD|NN|LOC
What is Mikhail Gorbachev's middle initial ?|What is|WP|VBZ|VBZ|ABBR
How many rows of whiskers does a cat have ?|How many|WRB|JJ|VB|NUM
What British general surrendered to the colonial army at Saratoga ?|What British|WP|JJ|JJ|HUM
How can people from Ireland come to the U.S. , work , and then return to Ireland ?|How can|WRB|MD|VBP|DESC
What product's ads claim that it '' eliminates odors , kills household germs , mold , and mildew '' ?|What product|WP|NN|VBP|ENTY
What is the world population as of today ?|What is|WP|VBZ|VBZ|NUM
What is the history of Buffalo chicken wings ?|What is|WP|VBZ|VBZ|DESC
What is humidity ?|What is|WP|VBZ|VBZ|DESC
What kind of creatures are black , yellow , and brown bullheads ?|What kind|WDT|NN|VBP|ENTY
What city would you be in if you were feeding the pigeons in the Piazza San Marco ?|What city|WP|NN|VB|LOC
What artist's studio was the Bateau-Lavoir in Montmartre ?|What artist|WP|NN|VBD|HUM
What is the name of the planet that the Ewoks live on ?|What is that the|WDT|DT|VBZ|LOC
How many words are there in the Spanish language ?|How many|WRB|JJ|VBP|NUM
Where is there information on the novel '' El Cid '' ?|Where is|WRB|VBZ|VBZ|LOC
What is the chemical formula for napalm ?|What is|WP|VBZ|VBZ|ENTY
What is yohimbine ?|What is|WP|VBZ|VBZ|DESC
What is '' Chicago Hope '' ?|What is|WP|VBZ|VBZ|DESC
How many members of a family could be drafted in the U.S. military during World War II ?|How many|WRB|JJ|VBN|NUM
Who wrote the song , '' Silent Night '' ?|Who wrote|WP|VBD|VBD|HUM
What company is the largest Japanese ship builder ?|What company|WP|NN|VBZ|HUM
What does the '' blue ribbon '' stand for ?|What does|WP|VBZ|VB|ABBR
What is the average date when most malls begin putting up Christmas holiday decorations ?|What is when most|WRB|JJS|VBZ|NUM
How many characters are in the Chinese alphabet ?|How many|WRB|JJ|VBP|NUM
Where is Burma ?|Where is|WRB|VBZ|VBZ|LOC
Who wrote The Collector ?|Who wrote|WP|VBD|VBD|HUM
Which major diamond producer is based in South Africa ?|Which major|WDT|JJ|VBN|HUM
Who was Samuel Johnsons's friend and biographer ?|Who was|WP|VBD|VBD|HUM
What kind of women gave Sigmund Freud erotic dreams ?|What kind|WDT|NN|VBD|HUM
What are the Cleveland Indians also called ?|What are|WP|VBP|VBN|ENTY
What commodity's shortage was the largest single factor in keeping North American cars off the roads during World War II ?|What commodity|WP|NN|VBD|ENTY
How many hummingbird eggs could fit in one ostrich egg ?|How many|WRB|JJ|VB|NUM
Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?|Who wrote|WP|VBD|VBD|HUM
Who played the father on '' Charles in Charge '' ?|Who played|WP|VBD|VBD|HUM
What is the gestation period for human pregnancies ?|What is|WP|VBZ|VBZ|NUM
Where did the name Daniel originate ?|Where did|WRB|VBD|VB|LOC
What are common methods used to regulate monopolies ?|What are|WP|VBP|VBP|ENTY
What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?|What category|WDT|NN|VBP|DESC
How long does the average domesticated ferret live ?|How long|WRB|RB|JJ|NUM
Name the Islamic counterpart to the Red Cross .||||VB|ENTY
What are the historical trials following World War II called ?|What are|WP|VBP|VBP|ENTY
What states do not have state income tax ?|What states|WP|VBZ|VB|LOC
What city has the two steepest streets in the U.S. ?|What city|WP|NN|VBZ|LOC
What is Margaret Thatcher known for ?|What is|WP|VBZ|VBN|DESC
Name the country of giants twelve times the size of man in '' Gulliver's Travels . ''||||VBD|LOC
What's men's par on a 455-yard golf hole ?|What 's|WP|VBZ|VBZ|NUM
What four elements make up 90 percent of the human body ?|What four|WP|CD|VBP|ENTY
How many countries are there ?|How many|WRB|JJ|VBP|NUM
Where does most of the marijuana entering the United States come from ?|Where does|WRB|VBZ|VB|LOC
Stuart Hamblen is considered to be the first singing cowboy of which medium ?|which medium|WDT|NN|VBN|ENTY
What is Steve Rogers's profession when he's not Captain America ?|What is when he|WRB|PRP|VBZ|HUM
What is the most common cancer ?|What is|WP|VBZ|VBZ|ENTY
Who are the top 10 richest people in the world ?|Who are|WP|VBP|VBP|HUM
How do I contact Answers.com direct ?|How do|WRB|VBP|VB|DESC
What causes a person to have constantly sweaty hands and feet ?|What causes|WP|VBZ|VBZ|DESC
What happened to Answers.com ?|What happened|WP|VBD|VBD|DESC
