#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
Why do airliners crash vs. gliding down ?|DESC|VBP|aux|NON|xx|do|NF
Why do airliners crash vs. gliding down ?|DESC|NNS|nsubj|NON|xxxx|airliners|NF
Why do airliners crash vs. gliding down ?|DESC|VB|ROOT|NON|xxxx|crash|NF
Why do airliners crash vs. gliding down ?|DESC|VBG|pcomp|NON|xxxx|gliding|NF
What are those little blue reflectors in the middle of the road for ?|DESC|WP|"pobj||prep"|NON|Xxxx|What|NF
What are those little blue reflectors in the middle of the road for ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are those little blue reflectors in the middle of the road for ?|DESC|JJ|amod|NON|xxxx|little|NF
What are those little blue reflectors in the middle of the road for ?|DESC|JJ|amod|NON|xxxx|blue|NF
What are those little blue reflectors in the middle of the road for ?|DESC|NNS|nsubj|NON|xxxx|reflectors|NF
What are those little blue reflectors in the middle of the road for ?|DESC|NN|pobj|NON|xxxx|middle|NF
What are those little blue reflectors in the middle of the road for ?|DESC|NN|pobj|NON|xxxx|road|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|WP|det|NON|Xxxx|What|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NN|nsubj|NON|xxxx|member|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NNP|compound|ORG|Xxxxx|Little|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NNP|pobj|ORG|Xxxxx|Rascals|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|VBZ|ROOT|NON|xxx|has|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NN|dobj|NON|xxxx|sweetheart|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NNP|compound|GPE|Xxxxx|Darla|NF
What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?|HUM|NNP|pobj|GPE|Xxxx|Hood|NF
How is saline used in medicine ?|DESC|VBZ|auxpass|NON|xx|is|NF
How is saline used in medicine ?|DESC|JJ|advmod|NON|xxxx|saline|NF
How is saline used in medicine ?|DESC|VBN|ROOT|NON|xxxx|used|NF
How is saline used in medicine ?|DESC|NN|pobj|NON|xxxx|medicine|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|WP|attr|NON|Xxxx|What|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NN|nsubj|NON|xxxx|name|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|JJ|amod|NON|xxxx|female|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NN|pobj|NON|xxxx|counterpart|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NNP|compound|GPE|Xx|El|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NNP|pobj|GPE|Xxxx|Nino|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|WDT|nsubj|NON|xxxx|which|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|VBZ|relcl|NON|xxxx|results|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|VBG|pcomp|NON|xxxx|cooling|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NNS|dobj|NON|xxxx|temperatures|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|JJ|amod|NON|xxx|dry|NF
What is the name of the ' female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?|ENTY|NN|conj|NON|xxxx|weather|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|WDT|det|NON|Xxxx|What|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NN|nsubj|NON|xxxx|incident|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|CD|pobj|DATE|dddd|1933|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|VBD|aux|NON|xxx|did|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|JJ|amod|NORP|Xxxxx|German|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NNPS|nsubj|NON|Xxxxx|Nazis|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|VBP|ROOT|NON|xxx|use|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|VB|xcomp|NON|xxxx|justify|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NN|compound|NON|xxxx|emergency|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NNS|dobj|NON|xxxx|decrees|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|VBG|advcl|NON|xxxx|imprisoning|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NNS|dobj|NON|xxxx|opponents|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|VBG|conj|NON|xxxx|vesting|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|JJR|amod|NON|xxxx|more|NF
What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?|ENTY|NN|dobj|NON|xxxx|power|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|WP|det|NON|Xxxx|What|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|NN|dobj|NON|xxxx|country|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|VBP|aux|NON|xxx|are|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|VBG|ROOT|NON|xxxx|visiting|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|VBP|advcl|NON|xxxx|land|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|NNP|compound|NON|Xxxxx|President|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|NNP|compound|NON|Xxxxx|Duvalier|NF
What country are you visiting if you land at President Duvalier Airport ?|LOC|NNP|pobj|NON|Xxxxx|Airport|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|WP|dep|NON|Xxxx|What|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|NN|compound|NON|xxxx|attorney|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|NN|nsubj|NON|xxxx|general|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|VBD|ROOT|NON|xxxx|ordered|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|NN|dobj|NON|xxxx|closing|NF
What attorney-general ordered the closing of Alcatraz ?|HUM|NNP|pobj|FAC|Xxxxx|Alcatraz|NF
What is the capital of Congo ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the capital of Congo ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the capital of Congo ?|LOC|NN|nsubj|NON|xxxx|capital|NF
What is the capital of Congo ?|LOC|NNP|pobj|GPE|Xxxxx|Congo|NF
What is the text of the Fifth Amendment ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the text of the Fifth Amendment ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the text of the Fifth Amendment ?|DESC|NN|nsubj|NON|xxxx|text|NF
What is the text of the Fifth Amendment ?|DESC|NNP|compound|ORG|Xxxxx|Fifth|NF
What is the text of the Fifth Amendment ?|DESC|NNP|pobj|ORG|Xxxxx|Amendment|NF
What is a country that starts with the letter x ?|LOC|WP|nsubj|NON|Xxxx|What|NF
What is a country that starts with the letter x ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is a country that starts with the letter x ?|LOC|NN|attr|NON|xxxx|country|NF
What is a country that starts with the letter x ?|LOC|WDT|nsubj|NON|xxxx|that|NF
What is a country that starts with the letter x ?|LOC|VBZ|relcl|NON|xxxx|starts|NF
What is a country that starts with the letter x ?|LOC|NN|pobj|NON|xxxx|letter|NF
What countries earn the most from tourism ?|LOC|WP|"pobj||prep"|NON|Xxxx|What|NF
What countries earn the most from tourism ?|LOC|NNS|nsubj|NON|xxxx|countries|NF
What countries earn the most from tourism ?|LOC|VBP|ROOT|NON|xxxx|earn|NF
What countries earn the most from tourism ?|LOC|NN|pobj|NON|xxxx|tourism|NF
What is the Internet2 ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the Internet2 ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the Internet2 ?|DESC|NNP|nsubj|NON|Xxxxxd|Internet2|NF
Which city in China has the largest number of foreign financial companies ?|LOC|WDT|det|NON|Xxxxx|Which|NF
Which city in China has the largest number of foreign financial companies ?|LOC|NN|nsubj|NON|xxxx|city|NF
Which city in China has the largest number of foreign financial companies ?|LOC|NNP|pobj|GPE|Xxxxx|China|NF
Which city in China has the largest number of foreign financial companies ?|LOC|VBZ|ROOT|NON|xxx|has|NF
Which city in China has the largest number of foreign financial companies ?|LOC|JJS|amod|NON|xxxx|largest|NF
Which city in China has the largest number of foreign financial companies ?|LOC|NN|dobj|NON|xxxx|number|NF
Which city in China has the largest number of foreign financial companies ?|LOC|JJ|amod|NON|xxxx|foreign|NF
Which city in China has the largest number of foreign financial companies ?|LOC|JJ|amod|NON|xxxx|financial|NF
Which city in China has the largest number of foreign financial companies ?|LOC|NNS|pobj|NON|xxxx|companies|NF
When are the Oscars Academy Awards in 1999 ?|NUM|VBP|ROOT|NON|xxx|are|NF
When are the Oscars Academy Awards in 1999 ?|NUM|NNP|compound|ORG|Xxxxx|Oscars|NF
When are the Oscars Academy Awards in 1999 ?|NUM|NNP|compound|ORG|Xxxxx|Academy|NF
When are the Oscars Academy Awards in 1999 ?|NUM|NNPS|nsubj|ORG|Xxxxx|Awards|NF
When are the Oscars Academy Awards in 1999 ?|NUM|CD|pobj|DATE|dddd|1999|NF
Who was the prophet of the Jewish people ?|HUM|WP|attr|NON|Xxx|Who|NF
Who was the prophet of the Jewish people ?|HUM|VBD|ROOT|NON|xxx|was|NF
Who was the prophet of the Jewish people ?|HUM|NN|attr|NON|xxxx|prophet|NF
Who was the prophet of the Jewish people ?|HUM|JJ|amod|NORP|Xxxxx|Jewish|NF
Who was the prophet of the Jewish people ?|HUM|NNS|pobj|NON|xxxx|people|NF
What is the most common name ?|HUM|WP|attr|NON|Xxxx|What|NF
What is the most common name ?|HUM|VBZ|ROOT|NON|xx|is|NF
What is the most common name ?|HUM|JJ|amod|NON|xxxx|common|NF
What is the most common name ?|HUM|NN|nsubj|NON|xxxx|name|NF
Who was the oldest U.S. president ?|HUM|WP|attr|NON|Xxx|Who|NF
Who was the oldest U.S. president ?|HUM|VBD|ROOT|NON|xxx|was|NF
Who was the oldest U.S. president ?|HUM|JJS|amod|NON|xxxx|oldest|NF
Who was the oldest U.S. president ?|HUM|NNP|compound|GPE|X.X.|U.S.|NF
Who was the oldest U.S. president ?|HUM|NN|attr|NON|xxxx|president|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|WP|det|NON|Xxxx|What|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|JJ|amod|NON|xxxx|common|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NN|nsubj|NON|xxxx|plant|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|VBZ|ROOT|NON|xxx|has|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NN|dobj|NON|xxxx|button|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NN|conj|NON|xxx|cap|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NN|conj|NON|xxx|cup|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NNS|conj|NON|xxxx|gills|NF
What common plant has a button , cap , cup , gills , and ring ?|ENTY|NN|conj|NON|xxxx|ring|NF
When was Dubai's first concrete house built ?|NUM|VBD|auxpass|NON|xxx|was|NF
When was Dubai's first concrete house built ?|NUM|NNP|poss|GPE|Xxxxx|Dubai|NF
When was Dubai's first concrete house built ?|NUM|JJ|amod|ORDINAL|xxxx|first|NF
When was Dubai's first concrete house built ?|NUM|JJ|amod|NON|xxxx|concrete|NF
When was Dubai's first concrete house built ?|NUM|NN|dobj|NON|xxxx|house|NF
When was Dubai's first concrete house built ?|NUM|VBN|ROOT|NON|xxxx|built|NF
What is the Milky Way ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the Milky Way ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the Milky Way ?|DESC|NNP|compound|NON|Xxxxx|Milky|NF
What is the Milky Way ?|DESC|NNP|nsubj|NON|Xxx|Way|NF
What is Remembrance Day all about ?|DESC|WP|attr|NON|Xxxx|What|NF
What is Remembrance Day all about ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is Remembrance Day all about ?|DESC|NNP|compound|PERSON|Xxxxx|Remembrance|NF
What is Remembrance Day all about ?|DESC|NNP|nsubj|PERSON|Xxx|Day|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|WP|det|NON|Xxxx|What|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NN|dobj|NON|xxxx|food|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|VBD|aux|NON|xxx|did|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NNP|compound|ORG|Xxxxx|Marco|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NNP|nsubj|ORG|Xxxx|Polo|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|VB|ROOT|NON|xxxx|introduce|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NNP|pobj|GPE|Xxxxx|Italy|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NN|pobj|NON|xxxx|court|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NNP|compound|PERSON|Xxxxx|Kubla|NF
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?|ENTY|NNP|pobj|PERSON|Xxxx|Khan|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|WP|nsubj|NON|Xxxx|What|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|NN|compound|NON|xxxx|diamond|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|NN|nsubj|NON|xxxx|producer|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|VBZ|ROOT|NON|xxxx|controls|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|CD|meta|PERCENT|dd%|80%|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|NN|poss|NON|xxxx|world|NF
What diamond producer controls about 80% of the world's diamonds ?|HUM|NNS|pobj|NON|xxxx|diamonds|NF
Who is the prophet of the religion of Islam ?|HUM|WP|attr|NON|Xxx|Who|NF
Who is the prophet of the religion of Islam ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is the prophet of the religion of Islam ?|HUM|NN|nsubj|NON|xxxx|prophet|NF
Who is the prophet of the religion of Islam ?|HUM|NN|pobj|NON|xxxx|religion|NF
Who is the prophet of the religion of Islam ?|HUM|NNP|pobj|ORG|Xxxxx|Islam|NF
Who portrayed Maggio in the film From Here to Eternity ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who portrayed Maggio in the film From Here to Eternity ?|HUM|VBD|ROOT|NON|xxxx|portrayed|NF
Who portrayed Maggio in the film From Here to Eternity ?|HUM|NNP|dobj|PERSON|Xxxxx|Maggio|NF
Who portrayed Maggio in the film From Here to Eternity ?|HUM|NN|pobj|NON|xxxx|film|NF
Where are zebras most likely found ?|LOC|VBP|ROOT|NON|xxx|are|NF
Where are zebras most likely found ?|LOC|NNS|attr|NON|xxxx|zebras|NF
Where are zebras most likely found ?|LOC|VBN|acl|NON|xxxx|found|NF
What are the odds of giving birth to twins ?|NUM|WP|attr|NON|Xxxx|What|NF
What are the odds of giving birth to twins ?|NUM|VBP|ROOT|NON|xxx|are|NF
What are the odds of giving birth to twins ?|NUM|NNS|nsubj|NON|xxxx|odds|NF
What are the odds of giving birth to twins ?|NUM|VBG|pcomp|NON|xxxx|giving|NF
What are the odds of giving birth to twins ?|NUM|NN|dobj|NON|xxxx|birth|NF
What are the odds of giving birth to twins ?|NUM|NNS|pobj|NON|xxxx|twins|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|JJS|amod|NON|xxxx|best|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|NN|nsubj|NON|xxxx|place|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|VB|relcl|NON|xxxx|live|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|NN|pobj|NON|xxxx|world|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|VBG|advcl|NON|xxxx|considering|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|NN|dobj|NON|xxxx|climate|NF
What is the best place to live in the world , considering climate , civilization ?|LOC|NN|conj|NON|xxxx|civilization|NF
What is meant by '' capital market '' ?|DESC|WP|nsubjpass|NON|Xxxx|What|NF
What is meant by '' capital market '' ?|DESC|VBZ|auxpass|NON|xx|is|NF
What is meant by '' capital market '' ?|DESC|VBN|ROOT|NON|xxxx|meant|NF
What is meant by '' capital market '' ?|DESC|NN|compound|NON|xxxx|capital|NF
What is meant by '' capital market '' ?|DESC|NN|pobj|NON|xxxx|market|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|PRP$|poss|NON|Xx|My|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|NNP|pobj|NON|Xxxxx|Antonia|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|VBZ|ROOT|NON|xx|is|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|NNP|compound|NON|Xx.|Mr.|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|NNP|attr|PERSON|Xxxxx|Shimerda|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|NN|pobj|NON|xxxx|place|NF
In My Antonia , how is Mr. Shimerda out of place on the farm ?|DESC|NN|pobj|NON|xxxx|farm|NF
What ship did Lloyd M. Bucher command ?|ENTY|WP|det|NON|Xxxx|What|NF
What ship did Lloyd M. Bucher command ?|ENTY|NN|dobj|NON|xxxx|ship|NF
What ship did Lloyd M. Bucher command ?|ENTY|VBD|aux|NON|xxx|did|NF
What ship did Lloyd M. Bucher command ?|ENTY|NNP|compound|PERSON|Xxxxx|Lloyd|NF
What ship did Lloyd M. Bucher command ?|ENTY|NNP|compound|PERSON|X.|M.|NF
What ship did Lloyd M. Bucher command ?|ENTY|NNP|compound|PERSON|Xxxxx|Bucher|NF
What ship did Lloyd M. Bucher command ?|ENTY|NN|ROOT|NON|xxxx|command|NF
Name a medicine commonly used to combat AIDS ?|ENTY|VB|ROOT|NON|Xxxx|Name|NF
Name a medicine commonly used to combat AIDS ?|ENTY|NN|dobj|NON|xxxx|medicine|NF
Name a medicine commonly used to combat AIDS ?|ENTY|VBN|acl|NON|xxxx|used|NF
Name a medicine commonly used to combat AIDS ?|ENTY|VB|xcomp|NON|xxxx|combat|NF
Name a medicine commonly used to combat AIDS ?|ENTY|NNP|dobj|NON|XXXX|AIDS|NF
What is the difference between hair and fur ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the difference between hair and fur ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the difference between hair and fur ?|DESC|NN|nsubj|NON|xxxx|difference|NF
What is the difference between hair and fur ?|DESC|NN|pobj|NON|xxxx|hair|NF
What is the difference between hair and fur ?|DESC|NN|conj|NON|xxx|fur|NF
What is the difference between love and infatuation ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the difference between love and infatuation ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the difference between love and infatuation ?|DESC|NN|nsubj|NON|xxxx|difference|NF
What is the difference between love and infatuation ?|DESC|NN|pobj|NON|xxxx|love|NF
What is the difference between love and infatuation ?|DESC|NN|conj|NON|xxxx|infatuation|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|VB|ROOT|NON|Xxxx|Name|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NN|compound|NON|xxxx|cartoon|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NN|dobj|NON|xxxx|genie|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|VBN|acl|NON|xxxx|conjured|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NN|compound|NON|xxxx|magic|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NN|pobj|NON|xxxx|ring|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|VBN|acl|NON|xxxx|shared|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NNP|pobj|PERSON|Xxxxx|Nancy|NF
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .|HUM|NNP|conj|PERSON|Xxxxx|Chuck|NF
What foods contain vitamin B12 ?|ENTY|WP|"pobj||prep"|NON|Xxxx|What|NF
What foods contain vitamin B12 ?|ENTY|NNS|nsubj|NON|xxxx|foods|NF
What foods contain vitamin B12 ?|ENTY|VBP|ROOT|NON|xxxx|contain|NF
What foods contain vitamin B12 ?|ENTY|NN|compound|NON|xxxx|vitamin|NF
What foods contain vitamin B12 ?|ENTY|NNP|dobj|PRODUCT|Xdd|B12|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|WP|attr|NON|Xxxx|What|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|VBZ|ROOT|NON|xx|is|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|NN|nsubj|NON|xxxx|amount|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|NN|pobj|NON|xxxx|money|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|VBN|acl|NON|xxxx|owed|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|VBG|pcomp|NON|xxxx|having|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|NN|dobj|NON|xxx|dog|NF
What is the amount of money owed for illegally having a dog on a beach ?|NUM|NN|pobj|NON|xxxx|beach|NF
What are the first and last letters of the Greek alphabet ?|ENTY|WP|attr|NON|Xxxx|What|NF
What are the first and last letters of the Greek alphabet ?|ENTY|VBP|ROOT|NON|xxx|are|NF
What are the first and last letters of the Greek alphabet ?|ENTY|JJ|amod|NON|xxxx|first|NF
What are the first and last letters of the Greek alphabet ?|ENTY|JJ|conj|NON|xxxx|last|NF
What are the first and last letters of the Greek alphabet ?|ENTY|NNS|attr|NON|xxxx|letters|NF
What are the first and last letters of the Greek alphabet ?|ENTY|NNP|amod|NORP|Xxxxx|Greek|NF
What are the first and last letters of the Greek alphabet ?|ENTY|NN|pobj|NON|xxxx|alphabet|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|compound|NON|xxx|web|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|nsubj|NON|xxxx|address|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|WDT|pobj|NON|xxxx|which|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|MD|aux|NON|xxx|can|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|VB|relcl|NON|xxxx|find|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|compound|NON|x|e|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|compound|NON|xxxx|mail|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|dobj|NON|xxxx|address|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NN|pobj|NON|xxxx|member|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NNP|compound|ORG|XX|US|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NNP|pobj|NON|Xxxxx|House|NF
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?|LOC|NNPS|pobj|NON|Xxxxx|Representatives|NF
How big is the largest diamond ?|NUM|JJ|acomp|NON|xxx|big|NF
How big is the largest diamond ?|NUM|VBZ|ROOT|NON|xx|is|NF
How big is the largest diamond ?|NUM|JJS|amod|NON|xxxx|largest|NF
How big is the largest diamond ?|NUM|NN|nsubj|NON|xxxx|diamond|NF
What are some ways to help someone with Chicken Pox ?|ENTY|WP|"pobj||prep"|NON|Xxxx|What|NF
What are some ways to help someone with Chicken Pox ?|ENTY|VBP|ROOT|NON|xxx|are|NF
What are some ways to help someone with Chicken Pox ?|ENTY|NNS|nsubj|NON|xxxx|ways|NF
What are some ways to help someone with Chicken Pox ?|ENTY|VB|relcl|NON|xxxx|help|NF
What are some ways to help someone with Chicken Pox ?|ENTY|NN|dobj|NON|xxxx|someone|NF
What are some ways to help someone with Chicken Pox ?|ENTY|NNP|compound|PERSON|Xxxxx|Chicken|NF
What are some ways to help someone with Chicken Pox ?|ENTY|NNP|pobj|PERSON|Xxx|Pox|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|VBP|aux|NON|xx|do|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|VB|ROOT|NON|xxxx|find|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|JJ|amod|NON|xxxx|exact|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|NN|dobj|NON|xxxx|time|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|NN|pobj|NON|xxxx|sunset|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|JJ|amod|NON|xxxx|particular|NF
How do I find out the exact time of a sunset for a particular day ?|DESC|NN|pobj|NON|xxx|day|NF
When did the original Howdy Doody show go off the air ?|NUM|VBD|aux|NON|xxx|did|NF
When did the original Howdy Doody show go off the air ?|NUM|JJ|amod|NON|xxxx|original|NF
When did the original Howdy Doody show go off the air ?|NUM|NNP|compound|ORG|Xxxxx|Howdy|NF
When did the original Howdy Doody show go off the air ?|NUM|NNP|compound|ORG|Xxxxx|Doody|NF
When did the original Howdy Doody show go off the air ?|NUM|NN|nsubj|NON|xxxx|show|NF
When did the original Howdy Doody show go off the air ?|NUM|VBP|ROOT|NON|xx|go|NF
When did the original Howdy Doody show go off the air ?|NUM|NN|pobj|NON|xxx|air|NF
